respondent_id,region,area,sex,age,ethnicity,disability,education,employed,monthly_income_mdl
2617,South,rural,Female,18,Moldovan,No,Tertiary,0,
2618,North,rural,Female,49,Moldovan,No,Secondary,1,7390
2619,Centre,urban,Female,70,Moldovan,No,Vocational,0,
2620,UTA Găgăuzia,rural,Male,58,Moldovan,Yes,Vocational,0,
2621,North,urban,Female,53,Gagauz,No,Secondary,1,5220
2622,Centre,urban,Male,35,Moldovan,No,Secondary,0,
2623,Chișinău,urban,Male,24,Moldovan,No,Secondary,1,11000
2624,Centre,rural,Female,18,Moldovan,No,Secondary,1,5460
2625,Chișinău,urban,Female,43,Bulgarian,No,Vocational,1,9500
2626,North,urban,Female,34,Romanian,No,Tertiary,1,7370
2627,North,rural,Male,36,Moldovan,No,Secondary,1,7560
2628,South,urban,Female,54,Moldovan,No,Secondary,0,
2629,UTA Găgăuzia,urban,Male,51,Moldovan,Yes,Secondary,0,
2630,North,urban,Male,45,Moldovan,Yes,Secondary,0,
2631,Chișinău,urban,Male,69,Moldovan,No,Vocational,1,13420
2632,Chișinău,urban,Female,38,Roma,No,Vocational,1,4390
2633,Centre,rural,Male,63,Moldovan,No,Tertiary,1,8820
2634,South,urban,Male,45,Gagauz,No,Secondary,1,6960
2635,North,rural,Male,33,Bulgarian,No,Secondary,1,
2636,North,rural,Male,21,Moldovan,No,Secondary,1,7610
2637,Chișinău,rural,Male,25,Russian,No,Vocational,1,14200
2638,Centre,urban,Male,37,Moldovan,No,Secondary,1,5480
2639,North, rural,Male,42,Moldovan,No,Tertiary,0,
2640,Chișinău,urban,Female,68,Moldovan,No,Vocational,0,
2641,Centre,urban,Male,20,Ukrainian,No,Primary,0,
2642,North,urban,Male,58,Moldovan,No,Primary,1,4220
2643,South,rural,Male,35,Moldovan,No,Vocational,1,9030
2644,Chișinău,urban,Female,40,Moldovan,No,Secondary,1,7720
2645,Centre,rural,Female,43,Moldovan,No,Secondary,0,
2646,Centre,rural,Male,33,Moldovan,No,Secondary,1,7850
2647,Centre,urban,Female,31,Moldovan,No,Secondary,1,5700
2648,Centre,urban,Female,59,Moldovan,No,Primary,1,4540
2649,Chișinău, urban,Male,52,Moldovan,No,Secondary,1,7610
2650,South,Urban,Male,43,Moldovan,No,Vocational,1,5100
2651,South,urban,Female,49,Moldovan,No,Secondary,1,4490
2652,Chișinău,urban,Female,36,Moldovan,No,Secondary,0,
2653,Chișinău,urban,Female,49,Gagauz,No,Vocational,0,
2654,South,urban,Female,53,Moldovan,No,Secondary,1,4270
2655,Chișinău,urban,Female,41,Ukrainian,No,Secondary,0,
2656,Chișinău,urban,Female,27,Bulgarian,No,Tertiary,1,14590
2657,Chișinău,rural,Male,19,Moldovan,No,Secondary,0,
2658,Centre,rural,Male,61,Moldovan,No,Vocational,1,6470
2659,Centre,urban,Female,18,Ukrainian,No,Secondary,0,
2660,Chișinău,urban,Male,63,Moldovan,No,Secondary,1,8650
2661,Centre,urban,Female,41,Ukrainian,No,Secondary,0,
2662,South,urban,Female,51,Moldovan,No,Secondary,0,
2663,North,Urban,Male,38,Moldovan,No,Vocational,1,9620
2664,Centre,urban,Male,49,Moldovan,No,Secondary,0,
2665,UTA Găgăuzia,urban,Female,56,Moldovan,Yes,Secondary,1,5020
2666,UTA Găgăuzia,urban,Male,35,Romanian,Yes,Secondary,1,6590
2667,South,urban,Female,35,Moldovan,No,Secondary,0,
2668,South,rural,Female,39,Moldovan,Yes,Primary,0,
2669,North,urban,Female,42,Bulgarian,No,Tertiary,1,9860
2670,UTA Găgăuzia,rural,Female,70,Moldovan,No,Secondary,0,
2671,North,rural,Male,41,Moldovan,No,Vocational,1,8570
2672,Chișinău,urban,Female,52,Moldovan,No,Tertiary,1,15040
2673,Centre,rural,Female,34,Moldovan,No,Tertiary,0,
2674,Chișinău,urban,Female,34,Moldovan,No,Secondary,0,
2675,North,rural,Female,39,Moldovan,No,Vocational,1,6490
2676,Centre,urban,Male,37,Moldovan,No,Tertiary,1,15210
2677,North,urban,Male,48,Moldovan,No,Tertiary,0,
2678,North,rural,Female,70,Moldovan,No,Primary,0,
2679,South,rural,Female,47,Moldovan,No,Vocational,1,4810
2680,South,urban,Male,35,Moldovan,No,Vocational,1,6030
2681,North,Urban,Male,40,Moldovan,No,Tertiary,1,12850
2682,Chișinău,urban,Female,47,Moldovan,No,Secondary,0,
2683,North,urban,Female,59,Romanian,No,Tertiary,0,
2684,North,urban,Male,43,Gagauz,No,Vocational,1,0
2685,North,urban,Female,27,Moldovan,No,Vocational,0,
2686,South,rural,Male,37,Moldovan,No,Secondary,1,5190
2687,Centre,rural,Male,43,Russian,No,Tertiary,1,8150
2688,South,urban,Male,66,Moldovan,No,Secondary,0,
2689,Chișinău,urban,Female,37,Moldovan,No,Primary,0,
2690,South,rural,Female,40,Moldovan,No,Secondary,0,
2691,North,urban,Female,58,Moldovan,No,Vocational,1,5720
2692,Centre,rural,Male,30,Moldovan,No,Tertiary,1,13420
2693,Chișinău,urban,Female,42,Moldovan,No,Vocational,1,7500
2694,Chișinău, urban,Male,42,Gagauz,No,Vocational,1,16310
2695,South,rural,Male,49,Moldovan,No,Primary,0,
2696,Chișinău,urban,Female,28,Moldovan,No,Secondary,1,12060
2697,Chișinău,urban,Female,40,Moldovan,No,Secondary,1,7940
2698,South,urban,Male,50,Bulgarian,No,Secondary,1,
2699,North,urban,Female,45,Moldovan,No,Tertiary,1,6520
2700,Centre,urban,Female,43,Gagauz,No,Primary,1,3270
2701,South,rural,Female,41,Moldovan,No,Secondary,1,3950
2702,North,rural,Female,36,Moldovan,No,Tertiary,1,12580
2703,North,urban,Male,24,Moldovan,No,Vocational,1,10150
2704,Chișinău,urban,Female,66,Moldovan,No,Primary,0,
2705,UTA Găgăuzia,rural,Female,45,Moldovan,No,Primary,1,3950
2706,Centre,urban,Female,26,Moldovan,No,Vocational,1,6600
2707,UTA Găgăuzia,rural,Female,35,Moldovan,No,Secondary,0,
2708,Centre,RURAL,Female,50,Moldovan,No,Secondary,0,
2709,Chișinău,urban,Female,55,Moldovan,No,Vocational,0,
2710,North,urban,Male,30,Moldovan,No,Secondary,0,
2711,Chișinău,urban,Female,55,Moldovan,No,Tertiary,0,
2712,UTA Găgăuzia,rural,Female,49,Moldovan,No,Vocational,1,4980
2713,North,rural,Male,26,Moldovan,No,Secondary,1,4130
2714,North,urban,Female,40,Gagauz,No,Vocational,1,11180
2715,South,urban,Male,33,Moldovan,Yes,Primary,0,
2716,Chișinău,urban,Male,66,Moldovan,No,Secondary,0,
2717,North,urban,Female,70,Moldovan,No,Vocational,0,
2718,Centre,urban,Male,48,Moldovan,No,Tertiary,0,
2719,North,urban,Male,27,Moldovan,No,Secondary,1,11050
2720,Chișinău,URBAN,Female,52,Moldovan,No,Tertiary,1,11390
2721,North,rural,Male,42,Moldovan,Yes,Tertiary,1,20020
2722,Chișinău,urban,Male,47,Romanian,Yes,Vocational,0,
2723,North,rural,Female,41,Moldovan,No,Secondary,1,5260
2724,Centre,Rural,Male,20,Moldovan,No,Vocational,1,
2725,South,rural,Male,27,Ukrainian,No,Secondary,0,
2726,Centre,rural,Male,40,Moldovan,No,Secondary,0,
2727,UTA Găgăuzia,Rural,Male,32,Russian,No,Vocational,0,
2728,Centre,urban,Female,44,Moldovan,No,Secondary,0,
2729,Chișinău,urban,Female,46,Moldovan,No,Vocational,1,11410
2730,Centre,rural,Male,54,Russian,No,Primary,0,
2731,Chișinău,urban,Female,43,Roma,No,Secondary,1,7410
2732,South,urban,Male,29,Moldovan,No,Secondary,1,8280
2733,Centre,urban,Female,47,Moldovan,No,Vocational,1,6560
2734,Chișinău,urban,Male,50,Moldovan,No,Vocational,1,10960
2735,Chișinău,urban,Female,33,Moldovan,No,Vocational,0,
2736,North,Urban,Male,49,Romanian,No,Vocational,1,13870
2737,Centre,urban,Male,70,Moldovan,No,Secondary,1,12120
2738,South,rural,Female,51,Moldovan,No,Vocational,0,
2739,UTA Găgăuzia,rural,Female,34,Russian,No,Secondary,1,4130
2740,North,urban,Male,48,Moldovan,No,Primary,1,3950
2741,Chișinău,urban,Female,46,Moldovan,No,Tertiary,1,10770
2742,South,urban,Female,46,Moldovan,No,Vocational,1,6970
2743,Centre,urban,Female,48,Moldovan,No,Vocational,1,6060
2744,North,urban,Male,50,Moldovan,No,Secondary,0,
2745,North,rural,Female,47,Moldovan,No,Secondary,1,7140
2746,Chișinău,urban,Male,27,Moldovan,Yes,Vocational,1,18630
2747,Centre,urban,Female,69,Moldovan,No,Primary,1,5600
2748,Chișinău,urban,Male,58,Moldovan,No,Secondary,1,12190
2749,Centre,urban,Female,49,Ukrainian,Yes,Secondary,0,
2750,Chișinău,urban,Female,57,Moldovan,No,Primary,1,8080
2751,South,Urban,Female,28,Moldovan,No,Tertiary,1,10580
2752,North,rural,Female,48,Moldovan,No,Primary,0,
2753,North,urban,Male,41,Romanian,No,Secondary,0,
2754,Chișinău,urban,Female,47,Moldovan,Yes,Secondary,0,
2755,North,rural,Female,47,Moldovan,No,Secondary,0,
2756,Chișinău,urban,Male,41,Roma,No,Vocational,1,7390
2757,Centre,urban,Male,70,Moldovan,No,Secondary,0,
2758,South,urban,Male,18,Moldovan,No,Secondary,0,
2759,North,urban,Female,55,Moldovan,No,Vocational,1,7900
2760,Centre,urban,Male,43,Moldovan,Yes,Secondary,1,4830
2761,South,urban,Female,43,Ukrainian,No,Secondary,0,
2762,UTA Găgăuzia,urban,Female,27,Roma,No,Secondary,1,5240
2763,Chișinău,urban,Female,48,Moldovan,No,Vocational,0,
2764,South,rural,Male,38,Moldovan,No,Vocational,1,5050
2765,North,URBAN,Female,50,Ukrainian,No,Primary,0,
2766,Chișinău,urban,Male,44,Moldovan,No,Primary,1,11470
2767,Centre,rural,Female,28,Moldovan,No,Secondary,1,4940
2768,South,urban,Male,26,Moldovan,No,Vocational,0,
2769,North,urban,Male,23,Moldovan,No,Tertiary,1,9340
2770,North,urban,Female,27,Romanian,No,Secondary,1,14570
2771,Centre,urban,Male,20,Moldovan,No,Tertiary,1,13270
2772,North,rural,Male,44,Moldovan,No,Secondary,1,6050
2773,South,rural,Male,62,Moldovan,No,Tertiary,0,
2774,UTA Găgăuzia,urban,Female,42,Moldovan,No,Tertiary,1,
2775,North,rural,Female,65,Moldovan,No,Secondary,0,
2776,Centre,urban,Female,36,Moldovan,No,Tertiary,1,17760
2777,North,urban,Female,61,Moldovan,Yes,Tertiary,0,
2778,North,rural,Male,54,Moldovan,No,Tertiary,1,8540
2779,North,urban,Female,60,Moldovan,No,Secondary,0,
2780,Centre,rural,Female,68,Moldovan,No,Secondary,0,
2781,Chișinău,urban,Male,25,Moldovan,No,Vocational,0,
2782,Centre,rural,Female,41,Moldovan,No,Vocational,1,5750
2783,South,urban,Male,49,Gagauz,No,Tertiary,1,11000
2784,North,rural,Male,34,Romanian,No,Vocational,1,6540
2785,Chișinău,urban,Female,28,Moldovan,No,Primary,1,8670
2786,North,Urban,Female,58,Moldovan,No,Tertiary,1,12950
2787,Chișinău, urban,Female,42,Moldovan,Yes,Tertiary,0,
2788,North,rural,Male,40,Russian,No,Vocational,0,
2789,North,rural,Male,36,Moldovan,No,Secondary,1,5170
2790,UTA Găgăuzia,urban,Female,42,Romanian,No,Secondary,0,
2791,North, rural,Female,58,Moldovan,No,Secondary,0,
2792,Chișinău,urban,Female,41,Moldovan,No,Primary,1,6180
2793,Centre,urban,Male,54,Moldovan,No,Secondary,1,3950
2794,UTA Găgăuzia,urban,Male,43,Romanian,No,Secondary,0,
2795,North,urban,Male,18,Moldovan,No,Secondary,1,7670
2796,Chișinău,Urban,Female,45,Moldovan,No,Secondary,0,
2797,North,rural,Male,46,Moldovan,Yes,Vocational,0,
2798,Chișinău,urban,Male,26,Moldovan,No,Vocational,1,9210
2799,Centre,rural,Female,41,Moldovan,No,Secondary,0,
2800,UTA Găgăuzia,urban,Female,48,Moldovan,No,Secondary,1,4630
2801,Centre,URBAN,Male,62,Moldovan,No,Vocational,1,10300
2802,Centre,rural,Male,18,Moldovan,No,Vocational,0,
2803,North,urban,Female,47,Moldovan,No,Secondary,0,
2804,Chișinău,urban,Female,43,Moldovan,No,Tertiary,0,
2805,North,rural,Female,47,Moldovan,No,Secondary,1,4810
2806,South,rural,Male,31,Moldovan,No,Secondary,1,5540
2807,South,rural,Male,49,Moldovan,Yes,Secondary,1,6190
2808,North,urban,Male,30,Romanian,No,Tertiary,1,10880
2809,UTA Găgăuzia,urban,Female,26,Moldovan,No,Secondary,0,
2810,Chișinău,urban,Male,45,Ukrainian,No,Secondary,1,17690
2811,South,rural,Male,37,Moldovan,No,Vocational,1,8310
2812,Chișinău,urban,Male,45,Moldovan,No,Vocational,1,16900
2813,South,rural,Male,48,Roma,No,Secondary,0,
2814,South,rural,Male,46,Romanian,No,Primary,1,3960
2815,Centre,urban,Male,36,Moldovan,No,Secondary,0,
2816,Chișinău,urban,Male,42,Moldovan,Yes,Secondary,0,
2817,North,urban,Female,26,Moldovan,No,Primary,1,11260
2818,Chișinău,urban,Female,49,Moldovan,No,Primary,0,
2819,UTA Găgăuzia,rural,Female,18,Moldovan,No,Primary,1,2120
2820,South, urban,Female,43,Moldovan,No,Tertiary,0,
2821,North,urban,Male,45,Bulgarian,No,Secondary,1,6090
2822,Chișinău,urban,Male,49,Moldovan,No,Secondary,1,15510
2823,South,urban,Female,63,Moldovan,No,Secondary,1,4340
2824,Centre, urban,Male,34,Ukrainian,No,Tertiary,1,11160
2825,Chișinău,urban,Male,27,Moldovan,No,Tertiary,1,15160
2826,North,rural,Female,48,Moldovan,No,Tertiary,0,
2827,Chișinău,urban,Female,45,Moldovan,No,Vocational,0,
2828,South,rural,Male,64,Moldovan,No,Secondary,1,4120
2829,Centre,urban,Female,31,Moldovan,No,Secondary,0,
2830,Centre,rural,Female,40,Moldovan,No,Vocational,0,
2831,UTA Găgăuzia,rural,Male,38,Moldovan,No,Tertiary,1,6810
2832,South,urban,Male,30,Roma,No,Vocational,0,
2833,Chișinău,Urban,Male,46,Romanian,No,Secondary,1,10790
2834,South,Urban,Female,18,Gagauz,No,Vocational,1,7120
2835,North,urban,Female,21,Moldovan,No,Secondary,0,
2836,Chișinău,urban,Male,36,Moldovan,No,Primary,1,
2837,South,rural,Female,30,Moldovan,No,Vocational,0,
2838,South,urban,Female,55,Moldovan,No,Secondary,0,
2839,Chișinău,urban,Female,52,Moldovan,No,Secondary,1,8120
2840,Centre,rural,Male,21,Moldovan,No,Tertiary,1,10310
2841,North,urban,Female,56,Gagauz,No,Tertiary,1,5450
2842,North,rural,Female,18,Moldovan,No,Secondary,1,6220
2843,North,rural,Female,39,Romanian,No,Primary,0,
2844,North,urban,Male,36,Moldovan,No,Secondary,1,4690
2845,Chișinău,urban,Male,45,Moldovan,No,Primary,0,
2846,Centre,urban,Female,50,Moldovan,No,Secondary,1,6970
2847,South,rural,Male,59,Bulgarian,No,Secondary,1,3940
2848,UTA Găgăuzia,urban,Female,31,Russian,No,Vocational,0,
2849,North,rural,Female,33,Moldovan,No,Primary,1,3320
2850,North,urban,Female,61,Ukrainian,No,Vocational,1,7170
2851,Chișinău,urban,Female,27,Moldovan,No,Tertiary,1,17140
2852,Centre,urban,Female,43,Moldovan,No,Vocational,1,7600
2853,Centre,rural,Male,46,Moldovan,No,Vocational,1,4960
2854,South,urban,Female,45,Moldovan,Yes,Vocational,0,
2855,UTA Găgăuzia,rural,Male,49,Moldovan,No,Tertiary,1,7490
2856,Centre,rural,Female,70,Moldovan,No,Secondary,0,
2857,Centre,rural,Male,51,Moldovan,No,Vocational,1,5100
2858,Chișinău,urban,Female,49,Moldovan,No,Tertiary,1,
2859,Chișinău,urban,Female,46,Moldovan,No,Primary,0,
2860,Chișinău,urban,Male,52,Moldovan,Yes,Vocational,0,
2861,Chișinău,urban,Female,47,Moldovan,No,Tertiary,1,11010
2862,Chișinău,rural,Female,52,Moldovan,No,Secondary,0,
2863,North,urban,Female,62,Moldovan,No,Vocational,1,7770
2864,North,urban,Male,52,Roma,No,Tertiary,1,10760
2865,Centre,rural,Female,38,Moldovan,No,Vocational,1,7260
2866,Centre,rural,Female,25,Gagauz,No,Secondary,1,
2867,Chișinău,urban,Female,32,Roma,No,Vocational,0,
2868,Chișinău,urban,Female,60,Moldovan,No,Secondary,1,9060
2869,South,rural,Female,44,Moldovan,No,Tertiary,1,5690
2870,North,urban,Male,42,Moldovan,Yes,Tertiary,0,
2871,Chișinău,urban,Female,34,Moldovan,No,Tertiary,1,15830
2872,Centre,rural,Male,41,Ukrainian,No,Vocational,1,11950
2873,Chișinău,urban,Female,67,Moldovan,No,Vocational,0,
2874,South,rural,Female,47,Moldovan,No,Secondary,0,
2875,South,urban,Female,34,Ukrainian,Yes,Secondary,1,8180
2876,Centre,urban,Female,21,Moldovan,No,Tertiary,0,
2877,North,rural,Female,36,Moldovan,No,Tertiary,1,8180
2878,Chișinău,URBAN,Female,35,Moldovan,No,Secondary,0,
2879,Chișinău,urban,Female,41,Moldovan,Yes,Vocational,0,
2880,Centre,rural,Male,44,Moldovan,No,Tertiary,1,14380
2881,South,urban,Male,48,Romanian,No,Secondary,1,7060
2882,Chișinău,urban,Female,27,Moldovan,No,Tertiary,1,11610
2883,North,urban,Male,27,Moldovan,No,Secondary,1,5860
2884,North,urban,Female,54,Romanian,No,Primary,0,
2885,North,urban,Female,39,Moldovan,No,Secondary,1,5850
2886,Centre,urban,Female,40,Moldovan,No,Secondary,1,6070
2887,South,rural,Female,24,Romanian,Yes,Secondary,1,5130
2888,North,urban,Female,45,Bulgarian,No,Tertiary,1,10270
2889,Centre,rural,Male,27,Moldovan,No,Secondary,0,
2890,Chișinău,rural,Male,33,Moldovan,No,Secondary,0,
2891,North,urban,Female,52,Moldovan,No,Tertiary,1,10400
2892,South,rural,Male,55,Moldovan,No,Vocational,0,
2893,Chișinău,rural,Female,37,Moldovan,No,Secondary,0,
2894,Chișinău,urban,Male,39,Moldovan,No,Tertiary,1,18850
2895,UTA Găgăuzia,rural,Male,47,Moldovan,No,Tertiary,1,9340
2896,Centre,urban,Female,49,Bulgarian,No,Secondary,1,5970
2897,Centre,rural,Male,23,Moldovan,No,Tertiary,1,10310
2898,Centre,urban,Male,45,Moldovan,No,Tertiary,1,12760
2899,Chișinău,urban,Female,63,Romanian,No,Vocational,1,13470
2900,Centre,urban,Female,18,Moldovan,No,Vocational,0,
2901,North,urban,Male,60,Moldovan,No,Vocational,1,13720
2902,Centre,rural,Female,49,Ukrainian,No,Tertiary,0,
2903,Chișinău,urban,Female,47,Romanian,No,Secondary,1,13130
2904,South,urban,Male,27,Ukrainian,No,Tertiary,1,7650
2905,Centre,urban,Female,28,Moldovan,No,Tertiary,1,10670
2906,North,rural,Male,45,Moldovan,Yes,Primary,0,
2907,South,URBAN,Male,26,Russian,No,Secondary,1,5380
2908,North,rural,Female,62,Roma,No,Primary,0,
2909,Chișinău,urban,Female,53,Moldovan,No,Primary,0,
2910,South,rural,Male,57,Moldovan,Yes,Secondary,1,7040
2911,South,urban,Female,51,Moldovan,Yes,Secondary,0,
2912,Centre,urban,Male,45,Moldovan,No,Tertiary,1,17420
2913,UTA Găgăuzia,rural,Female,67,Moldovan,No,Vocational,1,6030
2914,Centre,rural,Female,68,Russian,No,Tertiary,0,
2915,South,rural,Male,67,Moldovan,No,Vocational,0,
2916,Centre,rural,Male,25,Russian,No,Vocational,1,
2917,South,urban,Male,18,Bulgarian,No,Tertiary,0,
2918,North,rural,Female,44,Moldovan,No,Vocational,1,4540
2919,Centre,URBAN,Female,39,Roma,No,Vocational,0,
2920,UTA Găgăuzia,rural,Male,47,Moldovan,No,Vocational,0,
2921,UTA Găgăuzia,urban,Male,48,Moldovan,No,Primary,0,
2922,Centre,urban,Female,37,Moldovan,No,Tertiary,1,10530
2923,Centre,rural,Female,61,Moldovan,No,Vocational,0,
2924,Chișinău,urban,Male,34,Moldovan,No,Vocational,0,
2925,Centre,rural,Female,43,Moldovan,No,Secondary,0,
2926,Chișinău,urban,Male,59,Moldovan,No,Tertiary,1,18100
2927,Chișinău,urban,Male,48,Bulgarian,No,Secondary,0,
2928,Chișinău,urban,Male,69,Ukrainian,Yes,Secondary,1,8770
2929,Chișinău,urban,Male,25,Ukrainian,Yes,Secondary,0,
2930,North,urban,Male,28,Moldovan,Yes,Vocational,0,
2931,North,rural,Female,52,Moldovan,No,Tertiary,1,
2932,South,rural,Female,68,Moldovan,No,Secondary,0,
2933,North,rural,Male,43,Moldovan,No,Primary,0,
2934,Centre,urban,Male,70,Romanian,No,Vocational,1,7220
2935,Centre,rural,Male,44,Moldovan,No,Secondary,1,4710
2936,Centre, rural,Male,33,Romanian,No,Tertiary,0,
2937,South,urban,Male,23,Moldovan,No,Vocational,1,9110
2938,Centre, urban,Female,39,Moldovan,No,Vocational,1,9070
2939,North,rural,Female,59,Romanian,No,Tertiary,1,11710
2940,Centre,rural,Female,25,Moldovan,No,Vocational,0,
2941,North,rural,Male,56,Moldovan,No,Secondary,1,7610
2942,South,rural,Male,18,Moldovan,No,Vocational,0,
2943,Chișinău,urban,Male,52,Moldovan,No,Tertiary,1,19380
2944,North,urban,Female,54,Moldovan,No,Primary,1,4630
2945,Chișinău,rural,Female,26,Romanian,No,Primary,0,
2946,Centre,urban,Male,39,Moldovan,No,Primary,0,
2947,Centre,urban,Male,53,Moldovan,No,Tertiary,1,12950
2948,South,urban,Female,70,Moldovan,No,Vocational,1,7410
2949,South,urban,Female,52,Moldovan,No,Vocational,1,7050
2950,Chișinău,urban,Male,49,Moldovan,Yes,Secondary,1,9870
2951,North,rural,Male,48,Moldovan,No,Tertiary,0,
2952,North,rural,Female,35,Moldovan,No,Vocational,0,
2953,Chișinău,urban,Male,26,Moldovan,No,Vocational,1,14050
2954,Chișinău,urban,Female,49,Moldovan,No,Secondary,1,7950
2955,North,rural,Male,42,Moldovan,No,Tertiary,1,10310
2956,Centre,urban,Male,22,Moldovan,No,Secondary,1,6860
2957,Chișinău,urban,Male,37,Russian,No,Vocational,1,12820
2958,Chișinău,urban,Male,54,Ukrainian,Yes,Tertiary,0,
2959,South,rural,Female,29,Roma,No,Tertiary,0,
2960,North,urban,Male,59,Roma,No,Secondary,0,
2961,Chișinău,rural,Male,18,Moldovan,Yes,Vocational,0,
2962,South,rural,Male,36,Russian,No,Secondary,0,
2963,South,urban,Female,47,Moldovan,No,Vocational,1,6770
2964,North,urban,Male,26,Moldovan,No,Secondary,0,
2965,North,rural,Male,45,Moldovan,No,Secondary,0,
2966,Chișinău,urban,Male,52,Roma,No,Secondary,0,
2967,South,urban,Female,61,Moldovan,No,Tertiary,1,7980
2968,Centre,urban,Female,49,Moldovan,No,Vocational,1,6860
2969,UTA Găgăuzia,urban,Female,24,Moldovan,No,Secondary,0,
2970,North,rural,Male,30,Romanian,No,Vocational,1,7730
2971,North,rural,Male,38,Moldovan,No,Secondary,0,
2972,Chișinău,urban,Male,44,Moldovan,No,Secondary,1,11110
2973,North,urban,Male,36,Romanian,No,Primary,1,6190
2974,South,rural,Male,69,Moldovan,No,Secondary,0,
2975,North,Urban,Female,18,Moldovan,No,Secondary,1,5670
2976,South,urban,Female,41,Moldovan,No,Secondary,1,6540
2977,South,rural,Male,50,Roma,Yes,Vocational,0,
2978,North,urban,Female,29,Moldovan,No,Tertiary,1,7730
2979,Chișinău,rural,Male,49,Ukrainian,No,Secondary,0,
2980,South,rural,Female,50,Moldovan,Yes,Tertiary,0,
2981,Centre, urban,Male,18,Moldovan,No,Tertiary,1,29600
2982,UTA Găgăuzia,urban,Male,39,Moldovan,No,Secondary,1,7100
2983,Centre,rural,Female,70,Ukrainian,No,Secondary,0,
2984,Centre,rural,Male,31,Moldovan,No,Vocational,1,7820
2985,Chișinău,urban,Male,22,Roma,No,Vocational,1,6960
2986,Centre,urban,Male,30,Moldovan,No,Vocational,0,
2987,North,urban,Female,26,Ukrainian,No,Tertiary,1,8140
2988,Centre,urban,Female,45,Moldovan,No,Primary,0,
2989,Chișinău,urban,Male,33,Moldovan,No,Tertiary,0,
2990,North,urban,Male,58,Moldovan,No,Tertiary,1,9330
2991,Chișinău,urban,Male,44,Moldovan,No,Primary,0,
2992,Chișinău, urban,Female,25,Ukrainian,No,Tertiary,0,
2993,South,urban,Male,57,Gagauz,No,Primary,0,
2994,Chișinău,urban,Female,21,Moldovan,No,Secondary,1,8550
2995,South,urban,Male,45,Moldovan,No,Primary,1,5900
2996,Centre,rural,Male,32,Moldovan,No,Primary,1,6030
2997,Centre,rural,Female,30,Moldovan,No,Tertiary,1,7040
2998,South,rural,Male,67,Moldovan,No,Primary,0,
2999,North, urban,Female,60,Moldovan,No,Tertiary,1,12030
3000,UTA Găgăuzia,urban,Male,32,Moldovan,No,Secondary,0,
3001,Chișinău,urban,Male,43,Moldovan,No,Secondary,1,11390
3002,Chișinău,urban,Female,20,Gagauz,No,Secondary,0,
3003,South,urban,Male,53,Moldovan,No,Tertiary,0,
3004,North, rural,Male,40,Moldovan,No,Tertiary,1,9160
3005,Chișinău,urban,Female,35,Roma,No,Primary,0,
3006,Chișinău,urban,Female,47,Ukrainian,No,Vocational,0,
3007,UTA Găgăuzia,urban,Male,70,Moldovan,No,Secondary,0,
3008,Chișinău,rural,Female,33,Moldovan,No,Vocational,1,8800
3009,Centre,rural,Male,42,Moldovan,No,Primary,1,6210
3010,UTA Găgăuzia,rural,Female,61,Gagauz,No,Secondary,1,3200
3011,Centre,urban,Female,30,Romanian,No,Primary,1,4420
3012,Chișinău,urban,Female,23,Moldovan,No,Secondary,1,6000
3013,North,urban,Female,61,Russian,Yes,Vocational,0,
3014,South,rural,Female,63,Moldovan,No,Primary,0,
3015,North,rural,Male,47,Moldovan,No,Secondary,1,10180
3016,South,urban,Female,43,Moldovan,No,Tertiary,1,6750
3017,Chișinău,urban,Female,69,Moldovan,No,Tertiary,1,
3018,Chișinău,urban,Male,51,Romanian,No,Secondary,0,
3019,North,urban,Female,44,Moldovan,No,Tertiary,1,8630
3020,Centre,rural,Female,32,Moldovan,No,Tertiary,0,
3021,North,rural,Female,56,Moldovan,No,Tertiary,1,8630
3022,North,rural,Female,70,Moldovan,No,Vocational,1,4480
3023,North,urban,Female,50,Moldovan,Yes,Tertiary,1,10040
3024,North,rural,Male,32,Gagauz,No,Tertiary,0,
3025,Centre,rural,Male,131,Romanian,No,Vocational,0,
3026,North,urban,Male,40,Moldovan,No,Vocational,1,8370
3027,Centre, rural,Female,40,Moldovan,No,Tertiary,1,9450
3028,North,urban,Female,57,Moldovan,No,Tertiary,1,14550
3029,South,rural,Female,35,Moldovan,No,Vocational,1,4830
3030,North,urban,Female,52,Ukrainian,No,Tertiary,1,7950
3031,North,rural,Male,50,Roma,Yes,Secondary,0,
3032,Chișinău,rural,Male,61,Moldovan,No,Secondary,0,
3033,North,urban,Female,31,Moldovan,No,Vocational,1,5840
3034,Centre,rural,Female,63,Moldovan,No,Secondary,0,
3035,Chișinău,urban,Female,23,Moldovan,No,Secondary,1,11550
3036,North,urban,Male,42,Ukrainian,No,Secondary,1,8830
3037,South,urban,Male,39,Moldovan,No,Vocational,0,
3038,Chișinău,urban,Male,34,Moldovan,No,Secondary,0,
3039,Chișinău,urban,Female,41,Moldovan,No,Tertiary,0,
3040,North,rural,Female,19,Moldovan,No,Primary,1,4480
3041,Centre,urban,Female,38,Moldovan,No,Primary,1,9860
3042,Centre,urban,Female,60,Moldovan,No,Tertiary,1,8480
3043,South,rural,Female,70,Moldovan,No,Secondary,0,
3044,Centre,urban,Male,27,Romanian,No,Secondary,1,9790
3045,South,rural,Male,41,Russian,No,Secondary,1,5070
3046,Chișinău,urban,Female,22,Moldovan,No,Secondary,1,13630
